t,veh_id,x,y,origin
115,3,-9.83278909101256,-5.6169937914623365,E
115,4,-5.708518453252459,9.341237225708191,S
115,5,-5.983092438622825,7.866581629795087,S
115,6,-5.900374168577615,-6.349191085783313,E
115,7,-6.532240409363557,4.917270437968879,S
115,8,-7.264437703684533,0.9848555155339347,S
115,9,-7.355962365474655,0.49330365022956657,S
115,10,7.539011689054899,0.48980008037916983,N
115,11,0.8539000767255711,-7.196329339552403,E
115,12,-0.8539000767255711,7.196329339552403,W
115,13,-1.5821000694183738,6.510964640547412,W
115,14,-6.168282291044917,-1.9462000657647751,S
115,15,-2.6744000584575778,5.482917592039926,W
115,16,-5.140235242537431,-3.038500054803979,S
115,17,3.766700047496782,-4.45487054353244,E
115,18,-3.766700047496782,4.45487054353244,W
115,19,-2.056094097014973,-6.315400021921591,S
115,20,1.7134117475124775,6.6795000182679924,N
115,21,-1.0280470485074866,-7.407700010960795,S
115,22,7.407700010960795,-1.0280470485074866,E
115,23,8.5,0.0,E
115,24,0.0,9.0,N
115,25,10.5,0.0,E
115,26,-10.5,0.0,W
115,27,11.0,0.0,E
115,28,0.0,-11.5,S
115,29,0.0,-13.0,S
115,30,-13.0,0.0,W
115,31,0.0,-13.5,S
115,32,0.0,16.5,N
115,33,17.0,0.0,E
115,34,0.0,-17.5,S
115,35,0.0,-18.0,S
115,36,-19.0,0.0,W
115,37,0.0,19.5,N
115,38,20.0,0.0,E
115,39,0.0,-20.5,S
115,40,-21.0,0.0,W
115,41,-22.5,0.0,W
115,42,0.0,-24.0,S
115,43,-29.0,0.0,W
115,44,-29.0,0.0,W
115,45,0.0,-30.5,S
115,46,31.0,0.0,E
115,47,0.0,-31.5,S
115,48,0.0,-32.0,S
115,49,0.0,33.5,N
115,50,0.0,-34.0,S
115,51,34.0,0.0,E
115,52,-34.5,0.0,W
115,53,0.0,-36.0,S
115,54,0.0,-36.0,S
115,55,0.0,-37.0,S
115,56,-38.5,0.0,W
116,2,11.798996552230031,5.250895144301847,W
116,3,-10.324340956316927,-5.5254691296722145,E
116,4,-5.6169937914623365,9.83278909101256,S
116,5,-5.891567776832703,8.358133495099455,S
116,6,-6.391926033881983,-6.257666423993191,E
116,7,-6.440715747573435,5.408822303273247,S
116,8,-7.172913041894411,1.476407380838303,S
116,9,-7.264437703684533,0.9848555155339347,S
116,10,7.539011689054899,0.48980008037916983,N
116,11,0.48980008037916983,-7.539011689054899,E
116,12,-0.48980008037916983,7.539011689054899,W
116,13,-1.2180000730719724,6.853646990049907,W
116,14,-6.510964640547412,-1.5821000694183738,S
116,15,-2.3103000621111764,5.825599941542421,W
116,16,-5.482917592039926,-2.6744000584575778,S
116,17,3.4026000511503804,-4.797552893034935,E
116,18,-3.4026000511503804,4.797552893034935,W
116,19,-2.398776446517468,-5.95130002557519,S
116,20,2.056094097014973,6.315400021921591,N
116,21,-1.3707293980099822,-7.043600014614394,S
116,22,7.043600014614394,-1.3707293980099822,E
116,23,8.135900003653598,-0.3426823495024955,E
116,24,0.0,8.5,N
116,25,10.0,0.0,E
116,26,-10.0,0.0,W
116,27,10.5,0.0,E
116,28,0.0,-11.0,S
116,29,0.0,-12.5,S
116,30,-12.5,0.0,W
116,31,0.0,-13.0,S
116,32,0.0,16.0,N
116,33,16.5,0.0,E
116,34,0.0,-17.0,S
116,35,0.0,-17.5,S
116,36,-18.5,0.0,W
116,37,0.0,19.0,N
116,38,19.5,0.0,E
116,39,0.0,-20.0,S
116,40,-20.5,0.0,W
116,41,-22.0,0.0,W
116,42,0.0,-23.5,S
116,43,-28.5,0.0,W
116,44,-28.5,0.0,W
116,45,0.0,-30.0,S
116,46,30.5,0.0,E
116,47,0.0,-31.0,S
116,48,0.0,-31.5,S
116,49,0.0,33.0,N
116,50,0.0,-33.5,S
116,51,33.5,0.0,E
116,52,-34.0,0.0,W
116,53,0.0,-35.5,S
116,54,0.0,-35.5,S
116,55,0.0,-36.5,S
116,56,-38.0,0.0,W
117,2,12.2905484175344,5.159370482511725,W
117,3,-10.815892821621295,-5.4339444678820925,E
117,4,-5.5254691296722145,10.324340956316927,S
117,5,-5.800043115042581,8.849685360403823,S
117,6,-6.883477899186351,-6.166141762203069,E
117,7,-6.349191085783313,5.900374168577615,S
117,8,-7.081388380104289,1.9679592461426711,S
117,9,-7.172913041894411,1.476407380838303,S
117,10,7.447487027264777,-0.0017517849251983963,N
117,11,0.48980008037916983,-7.539011689054899,E
117,12,-0.48980008037916983,7.539011689054899,W
117,13,-0.8539000767255711,7.196329339552403,W
117,14,-6.853646990049907,-1.2180000730719724,S
117,15,-1.9462000657647751,6.168282291044917,W
117,16,-5.825599941542421,-2.3103000621111764,S
117,17,3.038500054803979,-5.140235242537431,E
117,18,-3.038500054803979,5.140235242537431,W
117,19,-2.7414587960199635,-5.5872000292287884,S
117,20,2.398776446517468,5.95130002557519,N
117,21,-1.7134117475124775,-6.6795000182679924,S
117,22,6.6795000182679924,-1.7134117475124775,E
117,23,7.7718000073071964,-0.6853646990049911,E
117,24,0.0,8.5,N
117,25,9.5,0.0,E
117,26,-9.5,0.0,W
117,27,10.0,0.0,E
117,28,0.0,-10.5,S
117,29,0.0,-12.0,S
117,30,-12.0,0.0,W
117,31,0.0,-12.5,S
117,32,0.0,15.5,N
117,33,16.0,0.0,E
117,34,0.0,-16.5,S
117,35,0.0,-17.0,S
117,36,-18.0,0.0,W
117,37,0.0,18.5,N
117,38,19.0,0.0,E
117,39,0.0,-19.5,S
117,40,-20.0,0.0,W
117,41,-21.5,0.0,W
117,42,0.0,-23.0,S
117,43,-28.0,0.0,W
117,44,-28.0,0.0,W
117,45,0.0,-29.5,S
117,46,30.0,0.0,E
117,47,0.0,-30.5,S
117,48,0.0,-31.0,S
117,49,0.0,32.5,N
117,50,0.0,-33.0,S
117,51,33.0,0.0,E
117,52,-33.5,0.0,W
117,53,0.0,-35.0,S
117,54,0.0,-35.0,S
117,55,0.0,-36.0,S
117,56,-37.5,0.0,W
118,2,12.782100282838767,5.067845820721603,W
118,3,-11.307444686925663,-5.34241980609197,E
118,4,-5.4339444678820925,10.815892821621295,S
118,5,-5.708518453252459,9.341237225708191,S
118,6,-7.375029764490719,-6.074617100412947,E
118,7,-6.257666423993191,6.391926033881983,S
118,8,-6.989863718314167,2.459511111447039,S
118,9,-7.081388380104289,1.9679592461426711,S
118,10,7.355962365474655,-0.49330365022956657,N
118,11,-0.0017517849251983963,-7.447487027264777,E
118,12,0.0017517849251983963,7.447487027264777,W
118,13,-0.48980008037916983,7.539011689054899,W
118,14,-7.196329339552403,-0.8539000767255711,S
118,15,-1.5821000694183738,6.510964640547412,W
118,16,-6.168282291044917,-1.9462000657647751,S
118,17,2.6744000584575778,-5.482917592039926,E
118,18,-2.6744000584575778,5.482917592039926,W
118,19,-3.0841411455224588,-5.223100032882387,S
118,20,2.7414587960199635,5.5872000292287884,N
118,21,-2.056094097014973,-6.315400021921591,S
118,22,6.315400021921591,-2.056094097014973,E
118,23,7.407700010960795,-1.0280470485074866,E
118,24,0.3426823495024955,8.135900003653598,N
118,25,9.0,0.0,E
118,26,-9.0,0.0,W
118,27,9.5,0.0,E
118,28,0.0,-10.0,S
118,29,0.0,-11.5,S
118,30,-11.5,0.0,W
118,31,0.0,-12.0,S
118,32,0.0,15.0,N
118,33,15.5,0.0,E
118,34,0.0,-16.0,S
118,35,0.0,-16.5,S
118,36,-17.5,0.0,W
118,37,0.0,18.0,N
118,38,18.5,0.0,E
118,39,0.0,-19.0,S
118,40,-19.5,0.0,W
118,41,-21.0,0.0,W
118,42,0.0,-22.5,S
118,43,-27.5,0.0,W
118,44,-27.5,0.0,W
118,45,0.0,-29.0,S
118,46,29.5,0.0,E
118,47,0.0,-30.0,S
118,48,0.0,-30.5,S
118,49,0.0,32.0,N
118,50,0.0,-32.5,S
118,51,32.5,0.0,E
118,52,-33.0,0.0,W
118,53,0.0,-34.5,S
118,54,0.0,-34.5,S
118,55,0.0,-35.5,S
118,56,-37.0,0.0,W
119,2,13.273652148143135,4.97632115893148,W
119,3,-11.798996552230031,-5.250895144301847,E
119,4,-5.34241980609197,11.307444686925663,S
119,5,-5.6169937914623365,9.83278909101256,S
119,6,-7.866581629795087,-5.983092438622825,E
119,7,-6.166141762203069,6.883477899186351,S
119,8,-6.898339056524045,2.951062976751407,S
119,9,-6.989863718314167,2.459511111447039,S
119,10,7.264437703684533,-0.9848555155339347,N
119,11,-0.49330365022956657,-7.355962365474655,E
119,12,0.49330365022956657,7.355962365474655,W
119,13,-0.48980008037916983,7.539011689054899,W
119,14,-7.539011689054899,-0.48980008037916983,S
119,15,-1.2180000730719724,6.853646990049907,W
119,16,-6.510964640547412,-1.5821000694183738,S
119,17,2.3103000621111764,-5.825599941542421,E
119,18,-2.3103000621111764,5.825599941542421,W
119,19,-3.426823495024954,-4.859000036535986,S
119,20,3.0841411455224588,5.223100032882387,N
119,21,-2.398776446517468,-5.95130002557519,S
119,22,5.95130002557519,-2.398776446517468,E
119,23,7.043600014614394,-1.3707293980099822,E
119,24,0.6853646990049911,7.7718000073071964,N
119,25,8.5,0.0,E
119,26,-8.5,0.0,W
119,27,9.0,0.0,E
119,28,0.0,-9.5,S
119,29,0.0,-11.0,S
119,30,-11.0,0.0,W
119,31,0.0,-11.5,S
119,32,0.0,14.5,N
119,33,15.0,0.0,E
119,34,0.0,-15.5,S
119,35,0.0,-16.0,S
119,36,-17.0,0.0,W
119,37,0.0,17.5,N
119,38,18.0,0.0,E
119,39,0.0,-18.5,S
119,40,-19.0,0.0,W
119,41,-20.5,0.0,W
119,42,0.0,-22.0,S
119,43,-27.0,0.0,W
119,44,-27.0,0.0,W
119,45,0.0,-28.5,S
119,46,29.0,0.0,E
119,47,0.0,-29.5,S
119,48,0.0,-30.0,S
119,49,0.0,31.5,N
119,50,0.0,-32.0,S
119,51,32.0,0.0,E
119,52,-32.5,0.0,W
119,53,0.0,-34.0,S
119,54,0.0,-34.0,S
119,55,0.0,-35.0,S
119,56,-36.5,0.0,W
119,57,0.0,-39.5,S
120,2,13.765204013447503,4.884796497141358,W
120,3,-12.2905484175344,-5.159370482511725,E
120,4,-5.250895144301847,11.798996552230031,S
120,5,-5.5254691296722145,10.324340956316927,S
120,6,-8.358133495099455,-5.891567776832703,E
120,7,-6.074617100412947,7.375029764490719,S
120,8,-6.806814394733923,3.442614842055775,S
120,9,-6.898339056524045,2.951062976751407,S
120,10,7.172913041894411,-1.476407380838303,N
120,11,-0.9848555155339347,-7.264437703684533,E
120,12,0.9848555155339347,7.264437703684533,W
120,13,0.0017517849251983963,7.447487027264777,W
120,14,-7.539011689054899,-0.48980008037916983,S
120,15,-0.8539000767255711,7.196329339552403,W
120,16,-6.853646990049907,-1.2180000730719724,S
120,17,1.9462000657647751,-6.168282291044917,E
120,18,-1.9462000657647751,6.168282291044917,W
120,19,-3.7695058445274494,-4.4949000401895844,S
120,20,3.426823495024954,4.859000036535986,N
120,21,-2.7414587960199635,-5.5872000292287884,S
120,22,5.5872000292287884,-2.7414587960199635,E
120,23,6.6795000182679924,-1.7134117475124775,E
120,24,1.0280470485074866,7.407700010960795,N
120,25,8.5,0.0,E
120,26,-8.5,0.0,W
120,27,8.5,0.0,E
120,28,0.0,-9.0,S
120,29,0.0,-10.5,S
120,30,-10.5,0.0,W
120,31,0.0,-11.0,S
120,32,0.0,14.0,N
120,33,14.5,0.0,E
120,34,0.0,-15.0,S
120,35,0.0,-15.5,S
120,36,-16.5,0.0,W
120,37,0.0,17.0,N
120,38,17.5,0.0,E
120,39,0.0,-18.0,S
120,40,-18.5,0.0,W
120,41,-20.0,0.0,W
120,42,0.0,-21.5,S
120,43,-26.5,0.0,W
120,44,-26.5,0.0,W
120,45,0.0,-28.0,S
120,46,28.5,0.0,E
120,47,0.0,-29.0,S
120,48,0.0,-29.5,S
120,49,0.0,31.0,N
120,50,0.0,-31.5,S
120,51,31.5,0.0,E
120,52,-32.0,0.0,W
120,53,0.0,-33.5,S
120,54,0.0,-33.5,S
120,55,0.0,-34.5,S
120,56,-36.0,0.0,W
120,57,0.0,-39.0,S
121,2,14.256755878751871,4.793271835351236,W
121,3,-12.782100282838767,-5.067845820721603,E
121,4,-5.159370482511725,12.2905484175344,S
121,5,-5.4339444678820925,10.815892821621295,S
121,6,-8.849685360403823,-5.800043115042581,E
121,7,-5.983092438622825,7.866581629795087,S
121,8,-6.715289732943801,3.934166707360143,S
121,9,-6.806814394733923,3.442614842055775,S
121,10,7.081388380104289,-1.9679592461426711,N
121,11,-1.476407380838303,-7.172913041894411,E
121,12,1.476407380838303,7.172913041894411,W
121,13,0.49330365022956657,7.355962365474655,W
121,14,-7.447487027264777,0.0017517849251983963,S
121,15,-0.48980008037916983,7.539011689054899,W
121,16,-7.196329339552403,-0.8539000767255711,S
121,17,1.5821000694183738,-6.510964640547412,E
121,18,-1.5821000694183738,6.510964640547412,W
121,19,-4.112188194029945,-4.130800043843183,S
121,20,3.7695058445274494,4.4949000401895844,N
121,21,-3.0841411455224588,-5.223100032882387,S
121,22,5.223100032882387,-3.0841411455224588,E
121,23,6.315400021921591,-2.056094097014973,E
121,24,1.3707293980099822,7.043600014614394,N
121,25,8.135900003653598,-0.3426823495024955,E
121,26,-8.135900003653598,0.3426823495024955,W
121,27,8.5,0.0,E
121,28,0.0,-8.5,S
121,29,0.0,-10.0,S
121,30,-10.0,0.0,W
121,31,0.0,-10.5,S
121,32,0.0,13.5,N
121,33,14.0,0.0,E
121,34,0.0,-14.5,S
121,35,0.0,-15.0,S
121,36,-16.0,0.0,W
121,37,0.0,16.5,N
121,38,17.0,0.0,E
121,39,0.0,-17.5,S
121,40,-18.0,0.0,W
121,41,-19.5,0.0,W
121,42,0.0,-21.0,S
121,43,-26.0,0.0,W
121,44,-26.0,0.0,W
121,45,0.0,-27.5,S
121,46,28.0,0.0,E
121,47,0.0,-28.5,S
121,48,0.0,-29.0,S
121,49,0.0,30.5,N
121,50,0.0,-31.0,S
121,51,31.0,0.0,E
121,52,-31.5,0.0,W
121,53,0.0,-33.0,S
121,54,0.0,-33.0,S
121,55,0.0,-34.0,S
121,56,-35.5,0.0,W
121,57,0.0,-38.5,S
122,2,14.74830774405624,4.701747173561113,W
122,3,-13.273652148143135,-4.97632115893148,E
122,4,-5.067845820721603,12.782100282838767,S
122,5,-5.34241980609197,11.307444686925663,S
122,6,-9.341237225708191,-5.708518453252459,E
122,7,-5.891567776832703,8.358133495099455,S
122,8,-6.623765071153679,4.425718572664511,S
122,9,-6.715289732943801,3.934166707360143,S
122,10,6.989863718314167,-2.459511111447039,N
122,11,-1.9679592461426711,-7.081388380104289,E
122,12,1.9679592461426711,7.081388380104289,W
122,13,0.9848555155339347,7.264437703684533,W
122,14,-7.355962365474655,0.49330365022956657,S
122,15,-0.48980008037916983,7.539011689054899,W
122,16,-7.539011689054899,-0.48980008037916983,S
122,17,1.2180000730719724,-6.853646990049907,E
122,18,-1.2180000730719724,6.853646990049907,W
122,19,-4.45487054353244,-3.766700047496782,S
122,20,4.112188194029945,4.130800043843183,N
122,21,-3.426823495024954,-4.859000036535986,S
122,22,4.859000036535986,-3.426823495024954,E
122,23,5.95130002557519,-2.398776446517468,E
122,24,1.7134117475124775,6.6795000182679924,N
122,25,7.7718000073071964,-0.6853646990049911,E
122,26,-7.7718000073071964,0.6853646990049911,W
122,27,8.135900003653598,-0.3426823495024955,E
122,28,0.0,-8.5,S
122,29,0.0,-9.5,S
122,30,-9.5,0.0,W
122,31,0.0,-10.0,S
122,32,0.0,13.0,N
122,33,13.5,0.0,E
122,34,0.0,-14.0,S
122,35,0.0,-14.5,S
122,36,-15.5,0.0,W
122,37,0.0,16.0,N
122,38,16.5,0.0,E
122,39,0.0,-17.0,S
122,40,-17.5,0.0,W
122,41,-19.0,0.0,W
122,42,0.0,-20.5,S
122,43,-25.5,0.0,W
122,44,-25.5,0.0,W
122,45,0.0,-27.0,S
122,46,27.5,0.0,E
122,47,0.0,-28.0,S
122,48,0.0,-28.5,S
122,49,0.0,30.0,N
122,50,0.0,-30.5,S
122,51,30.5,0.0,E
122,52,-31.0,0.0,W
122,53,0.0,-32.5,S
122,54,0.0,-32.5,S
122,55,0.0,-33.5,S
122,56,-35.0,0.0,W
122,57,0.0,-38.0,S
123,2,15.239859609360607,4.61022251177099,W
123,3,-13.765204013447503,-4.884796497141358,E
123,4,-4.97632115893148,13.273652148143135,S
123,5,-5.250895144301847,11.798996552230031,S
123,6,-9.83278909101256,-5.6169937914623365,E
123,7,-5.800043115042581,8.849685360403823,S
123,8,-6.532240409363557,4.917270437968879,S
123,9,-6.623765071153679,4.425718572664511,S
123,10,6.898339056524045,-2.951062976751407,N
123,11,-2.459511111447039,-6.989863718314167,E
123,12,2.459511111447039,6.989863718314167,W
123,13,1.476407380838303,7.172913041894411,W
123,14,-7.264437703684533,0.9848555155339347,S
123,15,0.0017517849251983963,7.447487027264777,W
123,16,-7.539011689054899,-0.48980008037916983,S
123,17,0.8539000767255711,-7.196329339552403,E
123,18,-0.8539000767255711,7.196329339552403,W
123,19,-4.797552893034935,-3.4026000511503804,S
123,20,4.45487054353244,3.766700047496782,N
123,21,-3.7695058445274494,-4.4949000401895844,S
123,22,4.4949000401895844,-3.7695058445274494,E
123,23,5.5872000292287884,-2.7414587960199635,E
123,24,2.056094097014973,6.315400021921591,N
123,25,7.407700010960795,-1.0280470485074866,E
123,26,-7.407700010960795,1.0280470485074866,W
123,27,7.7718000073071964,-0.6853646990049911,E
123,28,-0.3426823495024955,-8.135900003653598,S
123,29,0.0,-9.0,S
123,30,-9.0,0.0,W
123,31,0.0,-9.5,S
123,32,0.0,12.5,N
123,33,13.0,0.0,E
123,34,0.0,-13.5,S
123,35,0.0,-14.0,S
123,36,-15.0,0.0,W
123,37,0.0,15.5,N
123,38,16.0,0.0,E
123,39,0.0,-16.5,S
123,40,-17.0,0.0,W
123,41,-18.5,0.0,W
123,42,0.0,-20.0,S
123,43,-25.0,0.0,W
123,44,-25.0,0.0,W
123,45,0.0,-26.5,S
123,46,27.0,0.0,E
123,47,0.0,-27.5,S
123,48,0.0,-28.0,S
123,49,0.0,29.5,N
123,50,0.0,-30.0,S
123,51,30.0,0.0,E
123,52,-30.5,0.0,W
123,53,0.0,-32.0,S
123,54,0.0,-32.0,S
123,55,0.0,-33.0,S
123,56,-34.5,0.0,W
123,57,0.0,-37.5,S
124,2,15.731411474664975,4.518697849980868,W
124,3,-14.256755878751871,-4.793271835351236,E
124,4,-4.884796497141358,13.765204013447503,S
124,5,-5.159370482511725,12.2905484175344,S
124,6,-10.324340956316927,-5.5254691296722145,E
124,7,-5.708518453252459,9.341237225708191,S
124,8,-6.440715747573435,5.408822303273247,S
124,9,-6.532240409363557,4.917270437968879,S
124,10,6.806814394733923,-3.442614842055775,N
124,11,-2.951062976751407,-6.898339056524045,E
124,12,2.951062976751407,6.898339056524045,W
124,13,1.9679592461426711,7.081388380104289,W
124,14,-7.172913041894411,1.476407380838303,S
124,15,0.49330365022956657,7.355962365474655,W
124,16,-7.447487027264777,0.0017517849251983963,S
124,17,0.48980008037916983,-7.539011689054899,E
124,18,-0.48980008037916983,7.539011689054899,W
124,19,-5.140235242537431,-3.038500054803979,S
124,20,4.797552893034935,3.4026000511503804,N
124,21,-4.112188194029945,-4.130800043843183,S
124,22,4.130800043843183,-4.112188194029945,E
124,23,5.223100032882387,-3.0841411455224588,E
124,24,2.398776446517468,5.95130002557519,N
124,25,7.043600014614394,-1.3707293980099822,E
124,26,-7.043600014614394,1.3707293980099822,W
124,27,7.407700010960795,-1.0280470485074866,E
124,28,-0.6853646990049911,-7.7718000073071964,S
124,29,0.0,-8.5,S
124,30,-8.5,0.0,W
124,31,0.0,-9.0,S
124,32,0.0,12.0,N
124,33,12.5,0.0,E
124,34,0.0,-13.0,S
124,35,0.0,-13.5,S
124,36,-14.5,0.0,W
124,37,0.0,15.0,N
124,38,15.5,0.0,E
124,39,0.0,-16.0,S
124,40,-16.5,0.0,W
124,41,-18.0,0.0,W
124,42,0.0,-19.5,S
124,43,-24.5,0.0,W
124,44,-24.5,0.0,W
124,45,0.0,-26.0,S
124,46,26.5,0.0,E
124,47,0.0,-27.0,S
124,48,0.0,-27.5,S
124,49,0.0,29.0,N
124,50,0.0,-29.5,S
124,51,29.5,0.0,E
124,52,-30.0,0.0,W
124,53,0.0,-31.5,S
124,54,0.0,-31.5,S
124,55,0.0,-32.5,S
124,56,-34.0,0.0,W
124,57,0.0,-37.0,S
125,2,16.222963339969343,4.427173188190746,W
125,3,-14.74830774405624,-4.701747173561113,E
125,4,-4.793271835351236,14.256755878751871,S
125,5,-5.067845820721603,12.782100282838767,S
125,6,-10.815892821621295,-5.4339444678820925,E
125,7,-5.6169937914623365,9.83278909101256,S
125,8,-6.349191085783313,5.900374168577615,S
125,9,-6.440715747573435,5.408822303273247,S
125,10,6.715289732943801,-3.934166707360143,N
125,11,-3.442614842055775,-6.806814394733923,E
125,12,3.442614842055775,6.806814394733923,W
125,13,2.459511111447039,6.989863718314167,W
125,14,-7.081388380104289,1.9679592461426711,S
125,15,0.9848555155339347,7.264437703684533,W
125,16,-7.355962365474655,0.49330365022956657,S
125,17,0.48980008037916983,-7.539011689054899,E
125,18,-0.48980008037916983,7.539011689054899,W
125,19,-5.482917592039926,-2.6744000584575778,S
125,20,5.140235242537431,3.038500054803979,N
125,21,-4.45487054353244,-3.766700047496782,S
125,22,3.766700047496782,-4.45487054353244,E
125,23,4.859000036535986,-3.426823495024954,E
125,24,2.7414587960199635,5.5872000292287884,N
125,25,6.6795000182679924,-1.7134117475124775,E
125,26,-6.6795000182679924,1.7134117475124775,W
125,27,7.043600014614394,-1.3707293980099822,E
125,28,-1.0280470485074866,-7.407700010960795,S
125,29,0.0,-8.5,S
125,30,-8.5,0.0,W
125,31,0.0,-8.5,S
125,32,0.0,11.5,N
125,33,12.0,0.0,E
125,34,0.0,-12.5,S
125,35,0.0,-13.0,S
125,36,-14.0,0.0,W
125,37,0.0,14.5,N
125,38,15.0,0.0,E
125,39,0.0,-15.5,S
125,40,-16.0,0.0,W
125,41,-17.5,0.0,W
125,42,0.0,-19.0,S
125,43,-24.0,0.0,W
125,44,-24.0,0.0,W
125,45,0.0,-25.5,S
125,46,26.0,0.0,E
125,47,0.0,-26.5,S
125,48,0.0,-27.0,S
125,49,0.0,28.5,N
125,50,0.0,-29.0,S
125,51,29.0,0.0,E
125,52,-29.5,0.0,W
125,53,0.0,-31.0,S
125,54,0.0,-31.0,S
125,55,0.0,-32.0,S
125,56,-33.5,0.0,W
125,57,0.0,-36.5,S
125,58,0.0,39.5,N
126,2,16.714515205273713,4.3356485264006235,W
126,3,-15.239859609360607,-4.61022251177099,E
126,4,-4.701747173561113,14.74830774405624,S
126,5,-4.97632115893148,13.273652148143135,S
126,6,-11.307444686925663,-5.34241980609197,E
126,7,-5.5254691296722145,10.324340956316927,S
126,8,-6.257666423993191,6.391926033881983,S
126,9,-6.349191085783313,5.900374168577615,S
126,10,6.623765071153679,-4.425718572664511,N
126,11,-3.934166707360143,-6.715289732943801,E
126,12,3.934166707360143,6.715289732943801,W
126,13,2.951062976751407,6.898339056524045,W
126,14,-6.989863718314167,2.459511111447039,S
126,15,1.476407380838303,7.172913041894411,W
126,16,-7.264437703684533,0.9848555155339347,S
126,17,-0.0017517849251983963,-7.447487027264777,E
126,18,0.0017517849251983963,7.447487027264777,W
126,19,-5.825599941542421,-2.3103000621111764,S
126,20,5.482917592039926,2.6744000584575778,N
126,21,-4.797552893034935,-3.4026000511503804,S
126,22,3.4026000511503804,-4.797552893034935,E
126,23,4.4949000401895844,-3.7695058445274494,E
126,24,3.0841411455224588,5.223100032882387,N
126,25,6.315400021921591,-2.056094097014973,E
126,26,-6.315400021921591,2.056094097014973,W
126,27,6.6795000182679924,-1.7134117475124775,E
126,28,-1.3707293980099822,-7.043600014614394,S
126,29,-0.3426823495024955,-8.135900003653598,S
126,30,-8.135900003653598,0.3426823495024955,W
126,31,0.0,-8.5,S
126,32,0.0,11.0,N
126,33,11.5,0.0,E
126,34,0.0,-12.0,S
126,35,0.0,-12.5,S
126,36,-13.5,0.0,W
126,37,0.0,14.0,N
126,38,14.5,0.0,E
126,39,0.0,-15.0,S
126,40,-15.5,0.0,W
126,41,-17.0,0.0,W
126,42,0.0,-18.5,S
126,43,-23.5,0.0,W
126,44,-23.5,0.0,W
126,45,0.0,-25.0,S
126,46,25.5,0.0,E
126,47,0.0,-26.0,S
126,48,0.0,-26.5,S
126,49,0.0,28.0,N
126,50,0.0,-28.5,S
126,51,28.5,0.0,E
126,52,-29.0,0.0,W
126,53,0.0,-30.5,S
126,54,0.0,-30.5,S
126,55,0.0,-31.5,S
126,56,-33.0,0.0,W
126,57,0.0,-36.0,S
126,58,0.0,39.0,N
126,59,39.5,0.0,E
127,2,17.206067070578083,4.244123864610501,W
127,3,-15.731411474664975,-4.518697849980868,E
127,4,-4.61022251177099,15.239859609360607,S
127,5,-4.884796497141358,13.765204013447503,S
127,6,-11.798996552230031,-5.250895144301847,E
127,7,-5.4339444678820925,10.815892821621295,S
127,8,-6.166141762203069,6.883477899186351,S
127,9,-6.257666423993191,6.391926033881983,S
127,10,6.532240409363557,-4.917270437968879,N
127,11,-4.425718572664511,-6.623765071153679,E
127,12,4.425718572664511,6.623765071153679,W
127,13,3.442614842055775,6.806814394733923,W
127,14,-6.898339056524045,2.951062976751407,S
127,15,1.9679592461426711,7.081388380104289,W
127,16,-7.172913041894411,1.476407380838303,S
127,17,-0.49330365022956657,-7.355962365474655,E
127,18,0.49330365022956657,7.355962365474655,W
127,19,-6.168282291044917,-1.9462000657647751,S
127,20,5.825599941542421,2.3103000621111764,N
127,21,-5.140235242537431,-3.038500054803979,S
127,22,3.038500054803979,-5.140235242537431,E
127,23,4.130800043843183,-4.112188194029945,E
127,24,3.426823495024954,4.859000036535986,N
127,25,5.95130002557519,-2.398776446517468,E
127,26,-5.95130002557519,2.398776446517468,W
127,27,6.315400021921591,-2.056094097014973,E
127,28,-1.7134117475124775,-6.6795000182679924,S
127,29,-0.6853646990049911,-7.7718000073071964,S
127,30,-7.7718000073071964,0.6853646990049911,W
127,31,-0.3426823495024955,-8.135900003653598,S
127,32,0.0,10.5,N
127,33,11.0,0.0,E
127,34,0.0,-11.5,S
127,35,0.0,-12.0,S
127,36,-13.0,0.0,W
127,37,0.0,13.5,N
127,38,14.0,0.0,E
127,39,0.0,-14.5,S
127,40,-15.0,0.0,W
127,41,-16.5,0.0,W
127,42,0.0,-18.0,S
127,43,-23.0,0.0,W
127,44,-23.0,0.0,W
127,45,0.0,-24.5,S
127,46,25.0,0.0,E
127,47,0.0,-25.5,S
127,48,0.0,-26.0,S
127,49,0.0,27.5,N
127,50,0.0,-28.0,S
127,51,28.0,0.0,E
127,52,-28.5,0.0,W
127,53,0.0,-30.0,S
127,54,0.0,-30.0,S
127,55,0.0,-31.0,S
127,56,-32.5,0.0,W
127,57,0.0,-35.5,S
127,58,0.0,38.5,N
127,59,39.0,0.0,E
127,60,-39.5,0.0,W
128,2,17.697618935882453,4.152599202820378,W
128,3,-16.222963339969343,-4.427173188190746,E
128,4,-4.518697849980868,15.731411474664975,S
128,5,-4.793271835351236,14.256755878751871,S
128,6,-12.2905484175344,-5.159370482511725,E
128,7,-5.34241980609197,11.307444686925663,S
128,8,-6.074617100412947,7.375029764490719,S
128,9,-6.166141762203069,6.883477899186351,S
128,10,6.440715747573435,-5.408822303273247,N
128,11,-4.917270437968879,-6.532240409363557,E
128,12,4.917270437968879,6.532240409363557,W
128,13,3.934166707360143,6.715289732943801,W
128,14,-6.806814394733923,3.442614842055775,S
128,15,2.459511111447039,6.989863718314167,W
