t,veh_id,x,y,origin
150,25,-2.951062976751407,-6.898339056524045,E
150,26,2.951062976751407,6.898339056524045,W
150,27,-2.459511111447039,-6.989863718314167,E
150,28,-7.081388380104289,1.9679592461426711,S
150,29,-7.355962365474655,0.49330365022956657,S
150,30,0.49330365022956657,7.355962365474655,W
150,31,-7.447487027264777,0.0017517849251983963,S
150,32,6.168282291044917,1.9462000657647751,N
150,33,2.3103000621111764,-5.825599941542421,E
150,34,-5.482917592039926,-2.6744000584575778,S
150,35,-5.140235242537431,-3.038500054803979,S
150,36,-3.766700047496782,4.45487054353244,W
150,37,4.112188194029945,4.130800043843183,N
150,38,4.4949000401895844,-3.7695058445274494,E
150,39,-3.426823495024954,-4.859000036535986,S
150,40,-5.223100032882387,3.0841411455224588,W
150,41,-6.315400021921591,2.056094097014973,W
150,42,-1.0280470485074866,-7.407700010960795,S
150,43,-11.5,0.0,W
150,44,-11.5,0.0,W
150,45,0.0,-13.0,S
150,46,13.5,0.0,E
150,47,0.0,-14.0,S
150,48,0.0,-14.5,S
150,49,0.0,16.0,N
150,50,0.0,-16.5,S
150,51,16.5,0.0,E
150,52,-17.0,0.0,W
150,53,0.0,-18.5,S
150,54,0.0,-18.5,S
150,55,0.0,-19.5,S
150,56,-21.0,0.0,W
150,57,0.0,-24.0,S
150,58,0.0,27.0,N
150,59,27.5,0.0,E
150,60,-28.0,0.0,W
150,61,0.0,28.5,N
150,62,-29.0,0.0,W
150,63,32.0,0.0,E
150,64,34.0,0.0,E
150,65,35.5,0.0,E
150,66,-38.5,0.0,W
151,2,29.003311837882958,2.047531981647561,W
151,3,-27.52865624196985,-2.322105967017929,E
151,4,-2.4136306288080513,27.03710437666548,S
151,5,-2.6882046141784186,25.56244878075237,S
151,6,-23.59624131953489,-3.0543032613389083,E
151,7,-3.237352584919153,22.61313758892615,S
151,8,-3.9695498792401325,18.680722666491192,S
151,9,-4.061074541030255,18.189170801186823,S
151,10,4.3356485264006235,-16.714515205273713,N
151,11,-16.222963339969343,-4.427173188190746,E
151,12,16.222963339969343,4.427173188190746,W
151,13,15.239859609360607,4.61022251177099,W
151,14,-4.701747173561113,14.74830774405624,S
151,15,13.765204013447503,4.884796497141358,W
151,16,-4.97632115893148,13.273652148143135,S
151,17,-12.2905484175344,-5.159370482511725,E
151,18,12.2905484175344,5.159370482511725,W
151,19,-5.800043115042581,8.849685360403823,S
151,20,5.891567776832703,-8.358133495099455,N
151,21,-6.074617100412947,7.375029764490719,S
151,22,-7.375029764490719,-6.074617100412947,E
151,23,-5.900374168577615,-6.349191085783313,E
151,24,6.532240409363557,-4.917270437968879,N
151,25,-3.442614842055775,-6.806814394733923,E
151,26,3.442614842055775,6.806814394733923,W
151,27,-2.951062976751407,-6.898339056524045,E
151,28,-6.989863718314167,2.459511111447039,S
151,29,-7.264437703684533,0.9848555155339347,S
151,30,0.9848555155339347,7.264437703684533,W
151,31,-7.355962365474655,0.49330365022956657,S
151,32,6.510964640547412,1.5821000694183738,N
151,33,1.9462000657647751,-6.168282291044917,E
151,34,-5.825599941542421,-2.3103000621111764,S
151,35,-5.482917592039926,-2.6744000584575778,S
151,36,-3.4026000511503804,4.797552893034935,W
151,37,4.45487054353244,3.766700047496782,N
151,38,4.130800043843183,-4.112188194029945,E
151,39,-3.7695058445274494,-4.4949000401895844,S
151,40,-4.859000036535986,3.426823495024954,W
151,41,-5.95130002557519,2.398776446517468,W
151,42,-1.3707293980099822,-7.043600014614394,S
151,43,-11.0,0.0,W
151,44,-11.0,0.0,W
151,45,0.0,-12.5,S
151,46,13.0,0.0,E
151,47,0.0,-13.5,S
151,48,0.0,-14.0,S
151,49,0.0,15.5,N
151,50,0.0,-16.0,S
151,51,16.0,0.0,E
151,52,-16.5,0.0,W
151,53,0.0,-18.0,S
151,54,0.0,-18.0,S
151,55,0.0,-19.0,S
151,56,-20.5,0.0,W
151,57,0.0,-23.5,S
151,58,0.0,26.5,N
151,59,27.0,0.0,E
151,60,-27.5,0.0,W
151,61,0.0,28.0,N
151,62,-28.5,0.0,W
151,63,31.5,0.0,E
151,64,33.5,0.0,E
151,65,35.0,0.0,E
151,66,-38.0,0.0,W
151,67,39.5,0.0,E
152,2,29.494863703187328,1.9560073198574381,W
152,3,-28.020208107274218,-2.2305813052278065,E
152,4,-2.322105967017929,27.52865624196985,S
152,5,-2.596679952388296,26.05400064605674,S
152,6,-24.08779318483926,-2.962778599548786,E
152,7,-3.1458279231290307,23.10468945423052,S
152,8,-3.87802521745001,19.172274531795562,S
152,9,-3.9695498792401325,18.680722666491192,S
152,10,4.244123864610501,-17.206067070578083,N
152,11,-16.714515205273713,-4.3356485264006235,E
152,12,16.714515205273713,4.3356485264006235,W
152,13,15.731411474664975,4.518697849980868,W
152,14,-4.61022251177099,15.239859609360607,S
152,15,14.256755878751871,4.793271835351236,W
152,16,-4.884796497141358,13.765204013447503,S
152,17,-12.782100282838767,-5.067845820721603,E
152,18,12.782100282838767,5.067845820721603,W
152,19,-5.708518453252459,9.341237225708191,S
152,20,5.800043115042581,-8.849685360403823,N
152,21,-5.983092438622825,7.866581629795087,S
152,22,-7.866581629795087,-5.983092438622825,E
152,23,-6.391926033881983,-6.257666423993191,E
152,24,6.440715747573435,-5.408822303273247,N
152,25,-3.934166707360143,-6.715289732943801,E
152,26,3.934166707360143,6.715289732943801,W
152,27,-3.442614842055775,-6.806814394733923,E
152,28,-6.898339056524045,2.951062976751407,S
152,29,-7.172913041894411,1.476407380838303,S
152,30,1.476407380838303,7.172913041894411,W
152,31,-7.264437703684533,0.9848555155339347,S
152,32,6.853646990049907,1.2180000730719724,N
152,33,1.5821000694183738,-6.510964640547412,E
152,34,-6.168282291044917,-1.9462000657647751,S
152,35,-5.825599941542421,-2.3103000621111764,S
152,36,-3.038500054803979,5.140235242537431,W
152,37,4.797552893034935,3.4026000511503804,N
152,38,3.766700047496782,-4.45487054353244,E
152,39,-4.112188194029945,-4.130800043843183,S
152,40,-4.4949000401895844,3.7695058445274494,W
152,41,-5.5872000292287884,2.7414587960199635,W
152,42,-1.7134117475124775,-6.6795000182679924,S
152,43,-10.5,0.0,W
152,44,-10.5,0.0,W
152,45,0.0,-12.0,S
152,46,12.5,0.0,E
152,47,0.0,-13.0,S
152,48,0.0,-13.5,S
152,49,0.0,15.0,N
152,50,0.0,-15.5,S
152,51,15.5,0.0,E
152,52,-16.0,0.0,W
152,53,0.0,-17.5,S
152,54,0.0,-17.5,S
152,55,0.0,-18.5,S
152,56,-20.0,0.0,W
152,57,0.0,-23.0,S
152,58,0.0,26.0,N
152,59,26.5,0.0,E
152,60,-27.0,0.0,W
152,61,0.0,27.5,N
152,62,-28.0,0.0,W
152,63,31.0,0.0,E
152,64,33.0,0.0,E
152,65,34.5,0.0,E
152,66,-37.5,0.0,W
152,67,39.0,0.0,E
153,2,29.986415568491697,1.8644826580673155,W
153,3,-28.511759972578588,-2.1390566434376836,E
153,4,-2.2305813052278065,28.020208107274218,S
153,5,-2.5051552905981738,26.54555251136111,S
153,6,-24.57934505014363,-2.8712539377586634,E
153,7,-3.0543032613389083,23.59624131953489,S
153,8,-3.7865005556598876,19.663826397099932,S
153,9,-3.87802521745001,19.172274531795562,S
153,10,4.152599202820378,-17.697618935882453,N
153,11,-17.206067070578083,-4.244123864610501,E
153,12,17.206067070578083,4.244123864610501,W
153,13,16.222963339969343,4.427173188190746,W
153,14,-4.518697849980868,15.731411474664975,S
153,15,14.74830774405624,4.701747173561113,W
153,16,-4.793271835351236,14.256755878751871,S
153,17,-13.273652148143135,-4.97632115893148,E
153,18,13.273652148143135,4.97632115893148,W
153,19,-5.6169937914623365,9.83278909101256,S
153,20,5.708518453252459,-9.341237225708191,N
153,21,-5.891567776832703,8.358133495099455,S
153,22,-8.358133495099455,-5.891567776832703,E
153,23,-6.883477899186351,-6.166141762203069,E
153,24,6.349191085783313,-5.900374168577615,N
153,25,-4.425718572664511,-6.623765071153679,E
153,26,4.425718572664511,6.623765071153679,W
153,27,-3.934166707360143,-6.715289732943801,E
153,28,-6.806814394733923,3.442614842055775,S
153,29,-7.081388380104289,1.9679592461426711,S
153,30,1.9679592461426711,7.081388380104289,W
153,31,-7.172913041894411,1.476407380838303,S
153,32,7.196329339552403,0.8539000767255711,N
153,33,1.2180000730719724,-6.853646990049907,E
153,34,-6.510964640547412,-1.5821000694183738,S
153,35,-6.168282291044917,-1.9462000657647751,S
153,36,-2.6744000584575778,5.482917592039926,W
153,37,5.140235242537431,3.038500054803979,N
153,38,3.4026000511503804,-4.797552893034935,E
153,39,-4.45487054353244,-3.766700047496782,S
153,40,-4.130800043843183,4.112188194029945,W
153,41,-5.223100032882387,3.0841411455224588,W
153,42,-2.056094097014973,-6.315400021921591,S
153,43,-10.0,0.0,W
153,44,-10.0,0.0,W
153,45,0.0,-11.5,S
153,46,12.0,0.0,E
153,47,0.0,-12.5,S
153,48,0.0,-13.0,S
153,49,0.0,14.5,N
153,50,0.0,-15.0,S
153,51,15.0,0.0,E
153,52,-15.5,0.0,W
153,53,0.0,-17.0,S
153,54,0.0,-17.0,S
153,55,0.0,-18.0,S
153,56,-19.5,0.0,W
153,57,0.0,-22.5,S
153,58,0.0,25.5,N
153,59,26.0,0.0,E
153,60,-26.5,0.0,W
153,61,0.0,27.0,N
153,62,-27.5,0.0,W
153,63,30.5,0.0,E
153,64,32.5,0.0,E
153,65,34.0,0.0,E
153,66,-37.0,0.0,W
153,67,38.5,0.0,E
154,2,30.477967433796067,1.7729579962771929,W
154,3,-29.003311837882958,-2.047531981647561,E
154,4,-2.1390566434376836,28.511759972578588,S
154,5,-2.4136306288080513,27.03710437666548,S
154,6,-25.070896915448,-2.779729275968541,E
154,7,-2.962778599548786,24.08779318483926,S
154,8,-3.694975893869765,20.1553782624043,S
154,9,-3.7865005556598876,19.663826397099932,S
154,10,4.061074541030255,-18.189170801186823,N
154,11,-17.697618935882453,-4.152599202820378,E
154,12,17.697618935882453,4.152599202820378,W
154,13,16.714515205273713,4.3356485264006235,W
154,14,-4.427173188190746,16.222963339969343,S
154,15,15.239859609360607,4.61022251177099,W
154,16,-4.701747173561113,14.74830774405624,S
154,17,-13.765204013447503,-4.884796497141358,E
154,18,13.765204013447503,4.884796497141358,W
154,19,-5.5254691296722145,10.324340956316927,S
154,20,5.6169937914623365,-9.83278909101256,N
154,21,-5.800043115042581,8.849685360403823,S
154,22,-8.849685360403823,-5.800043115042581,E
154,23,-7.375029764490719,-6.074617100412947,E
154,24,6.257666423993191,-6.391926033881983,N
154,25,-4.917270437968879,-6.532240409363557,E
154,26,4.917270437968879,6.532240409363557,W
154,27,-4.425718572664511,-6.623765071153679,E
154,28,-6.715289732943801,3.934166707360143,S
154,29,-6.989863718314167,2.459511111447039,S
154,30,2.459511111447039,6.989863718314167,W
154,31,-7.081388380104289,1.9679592461426711,S
154,32,7.539011689054899,0.48980008037916983,N
154,33,0.8539000767255711,-7.196329339552403,E
154,34,-6.853646990049907,-1.2180000730719724,S
154,35,-6.510964640547412,-1.5821000694183738,S
154,36,-2.3103000621111764,5.825599941542421,W
154,37,5.482917592039926,2.6744000584575778,N
154,38,3.038500054803979,-5.140235242537431,E
154,39,-4.797552893034935,-3.4026000511503804,S
154,40,-3.766700047496782,4.45487054353244,W
154,41,-4.859000036535986,3.426823495024954,W
154,42,-2.398776446517468,-5.95130002557519,S
154,43,-9.5,0.0,W
154,44,-9.5,0.0,W
154,45,0.0,-11.0,S
154,46,11.5,0.0,E
154,47,0.0,-12.0,S
154,48,0.0,-12.5,S
154,49,0.0,14.0,N
154,50,0.0,-14.5,S
154,51,14.5,0.0,E
154,52,-15.0,0.0,W
154,53,0.0,-16.5,S
154,54,0.0,-16.5,S
154,55,0.0,-17.5,S
154,56,-19.0,0.0,W
154,57,0.0,-22.0,S
154,58,0.0,25.0,N
154,59,25.5,0.0,E
154,60,-26.0,0.0,W
154,61,0.0,26.5,N
154,62,-27.0,0.0,W
154,63,30.0,0.0,E
154,64,32.0,0.0,E
154,65,33.5,0.0,E
154,66,-36.5,0.0,W
154,67,38.0,0.0,E
155,2,30.969519299100437,1.6814333344870702,W
155,3,-29.494863703187328,-1.9560073198574381,E
155,4,-2.047531981647561,29.003311837882958,S
155,5,-2.322105967017929,27.52865624196985,S
155,6,-25.56244878075237,-2.6882046141784186,E
155,7,-2.8712539377586634,24.57934505014363,S
155,8,-3.603451232079643,20.64693012770867,S
155,9,-3.694975893869765,20.1553782624043,S
155,10,3.9695498792401325,-18.680722666491192,N
155,11,-18.189170801186823,-4.061074541030255,E
155,12,18.189170801186823,4.061074541030255,W
155,13,17.206067070578083,4.244123864610501,W
155,14,-4.3356485264006235,16.714515205273713,S
155,15,15.731411474664975,4.518697849980868,W
155,16,-4.61022251177099,15.239859609360607,S
155,17,-14.256755878751871,-4.793271835351236,E
155,18,14.256755878751871,4.793271835351236,W
155,19,-5.4339444678820925,10.815892821621295,S
155,20,5.5254691296722145,-10.324340956316927,N
155,21,-5.708518453252459,9.341237225708191,S
155,22,-9.341237225708191,-5.708518453252459,E
155,23,-7.866581629795087,-5.983092438622825,E
155,24,6.166141762203069,-6.883477899186351,N
155,25,-5.408822303273247,-6.440715747573435,E
155,26,5.408822303273247,6.440715747573435,W
155,27,-4.917270437968879,-6.532240409363557,E
155,28,-6.623765071153679,4.425718572664511,S
155,29,-6.898339056524045,2.951062976751407,S
155,30,2.951062976751407,6.898339056524045,W
155,31,-6.989863718314167,2.459511111447039,S
155,32,7.539011689054899,0.48980008037916983,N
155,33,0.48980008037916983,-7.539011689054899,E
155,34,-7.196329339552403,-0.8539000767255711,S
155,35,-6.853646990049907,-1.2180000730719724,S
155,36,-1.9462000657647751,6.168282291044917,W
155,37,5.825599941542421,2.3103000621111764,N
155,38,2.6744000584575778,-5.482917592039926,E
155,39,-5.140235242537431,-3.038500054803979,S
155,40,-3.4026000511503804,4.797552893034935,W
155,41,-4.4949000401895844,3.7695058445274494,W
155,42,-2.7414587960199635,-5.5872000292287884,S
155,43,-9.0,0.0,W
155,44,-9.0,0.0,W
155,45,0.0,-10.5,S
155,46,11.0,0.0,E
155,47,0.0,-11.5,S
155,48,0.0,-12.0,S
155,49,0.0,13.5,N
155,50,0.0,-14.0,S
155,51,14.0,0.0,E
155,52,-14.5,0.0,W
155,53,0.0,-16.0,S
155,54,0.0,-16.0,S
155,55,0.0,-17.0,S
155,56,-18.5,0.0,W
155,57,0.0,-21.5,S
155,58,0.0,24.5,N
155,59,25.0,0.0,E
155,60,-25.5,0.0,W
155,61,0.0,26.0,N
155,62,-26.5,0.0,W
155,63,29.5,0.0,E
155,64,31.5,0.0,E
155,65,33.0,0.0,E
155,66,-36.0,0.0,W
155,67,37.5,0.0,E
155,68,39.5,0.0,E
156,2,31.461071164404807,1.5899086726969476,W
156,3,-29.986415568491697,-1.8644826580673155,E
156,4,-1.9560073198574381,29.494863703187328,S
156,5,-2.2305813052278065,28.020208107274218,S
156,6,-26.05400064605674,-2.596679952388296,E
156,7,-2.779729275968541,25.070896915448,S
156,8,-3.5119265702895204,21.13848199301304,S
156,9,-3.603451232079643,20.64693012770867,S
156,10,3.87802521745001,-19.172274531795562,N
156,11,-18.680722666491192,-3.9695498792401325,E
156,12,18.680722666491192,3.9695498792401325,W
156,13,17.697618935882453,4.152599202820378,W
156,14,-4.244123864610501,17.206067070578083,S
156,15,16.222963339969343,4.427173188190746,W
156,16,-4.518697849980868,15.731411474664975,S
156,17,-14.74830774405624,-4.701747173561113,E
156,18,14.74830774405624,4.701747173561113,W
156,19,-5.34241980609197,11.307444686925663,S
156,20,5.4339444678820925,-10.815892821621295,N
156,21,-5.6169937914623365,9.83278909101256,S
156,22,-9.83278909101256,-5.6169937914623365,E
156,23,-8.358133495099455,-5.891567776832703,E
156,24,6.074617100412947,-7.375029764490719,N
156,25,-5.900374168577615,-6.349191085783313,E
156,26,5.900374168577615,6.349191085783313,W
156,27,-5.408822303273247,-6.440715747573435,E
156,28,-6.532240409363557,4.917270437968879,S
156,29,-6.806814394733923,3.442614842055775,S
156,30,3.442614842055775,6.806814394733923,W
156,31,-6.898339056524045,2.951062976751407,S
156,32,7.447487027264777,-0.0017517849251983963,N
156,33,0.48980008037916983,-7.539011689054899,E
156,34,-7.539011689054899,-0.48980008037916983,S
156,35,-7.196329339552403,-0.8539000767255711,S
156,36,-1.5821000694183738,6.510964640547412,W
156,37,6.168282291044917,1.9462000657647751,N
156,38,2.3103000621111764,-5.825599941542421,E
156,39,-5.482917592039926,-2.6744000584575778,S
156,40,-3.038500054803979,5.140235242537431,W
156,41,-4.130800043843183,4.112188194029945,W
156,42,-3.0841411455224588,-5.223100032882387,S
156,43,-8.5,0.0,W
156,44,-8.5,0.0,W
156,45,0.0,-10.0,S
156,46,10.5,0.0,E
156,47,0.0,-11.0,S
156,48,0.0,-11.5,S
156,49,0.0,13.0,N
156,50,0.0,-13.5,S
156,51,13.5,0.0,E
156,52,-14.0,0.0,W
156,53,0.0,-15.5,S
156,54,0.0,-15.5,S
156,55,0.0,-16.5,S
156,56,-18.0,0.0,W
156,57,0.0,-21.0,S
156,58,0.0,24.0,N
156,59,24.5,0.0,E
156,60,-25.0,0.0,W
156,61,0.0,25.5,N
156,62,-26.0,0.0,W
156,63,29.0,0.0,E
156,64,31.0,0.0,E
156,65,32.5,0.0,E
156,66,-35.5,0.0,W
156,67,37.0,0.0,E
156,68,39.0,0.0,E
157,2,31.952623029709176,1.498384010906825,W
157,3,-30.477967433796067,-1.7729579962771929,E
157,4,-1.8644826580673155,29.986415568491697,S
157,5,-2.1390566434376836,28.511759972578588,S
157,6,-26.54555251136111,-2.5051552905981738,E
157,7,-2.6882046141784186,25.56244878075237,S
157,8,-3.420401908499398,21.63003385831741,S
157,9,-3.5119265702895204,21.13848199301304,S
157,10,3.7865005556598876,-19.663826397099932,N
157,11,-19.172274531795562,-3.87802521745001,E
157,12,19.172274531795562,3.87802521745001,W
157,13,18.189170801186823,4.061074541030255,W
157,14,-4.152599202820378,17.697618935882453,S
157,15,16.714515205273713,4.3356485264006235,W
157,16,-4.427173188190746,16.222963339969343,S
157,17,-15.239859609360607,-4.61022251177099,E
157,18,15.239859609360607,4.61022251177099,W
157,19,-5.250895144301847,11.798996552230031,S
157,20,5.34241980609197,-11.307444686925663,N
157,21,-5.5254691296722145,10.324340956316927,S
157,22,-10.324340956316927,-5.5254691296722145,E
157,23,-8.849685360403823,-5.800043115042581,E
157,24,5.983092438622825,-7.866581629795087,N
157,25,-6.391926033881983,-6.257666423993191,E
157,26,6.391926033881983,6.257666423993191,W
157,27,-5.900374168577615,-6.349191085783313,E
157,28,-6.440715747573435,5.408822303273247,S
157,29,-6.715289732943801,3.934166707360143,S
157,30,3.934166707360143,6.715289732943801,W
157,31,-6.806814394733923,3.442614842055775,S
157,32,7.355962365474655,-0.49330365022956657,N
157,33,-0.0017517849251983963,-7.447487027264777,E
157,34,-7.539011689054899,-0.48980008037916983,S
157,35,-7.539011689054899,-0.48980008037916983,S
157,36,-1.2180000730719724,6.853646990049907,W
157,37,6.510964640547412,1.5821000694183738,N
157,38,1.9462000657647751,-6.168282291044917,E
157,39,-5.825599941542421,-2.3103000621111764,S
157,40,-2.6744000584575778,5.482917592039926,W
157,41,-3.766700047496782,4.45487054353244,W
157,42,-3.426823495024954,-4.859000036535986,S
157,43,-8.5,0.0,W
157,44,-8.5,0.0,W
157,45,0.0,-9.5,S
157,46,10.0,0.0,E
157,47,0.0,-10.5,S
157,48,0.0,-11.0,S
157,49,0.0,12.5,N
157,50,0.0,-13.0,S
157,51,13.0,0.0,E
157,52,-13.5,0.0,W
157,53,0.0,-15.0,S
157,54,0.0,-15.0,S
157,55,0.0,-16.0,S
157,56,-17.5,0.0,W
157,57,0.0,-20.5,S
157,58,0.0,23.5,N
157,59,24.0,0.0,E
157,60,-24.5,0.0,W
157,61,0.0,25.0,N
157,62,-25.5,0.0,W
157,63,28.5,0.0,E
157,64,30.5,0.0,E
157,65,32.0,0.0,E
157,66,-35.0,0.0,W
157,67,36.5,0.0,E
157,68,38.5,0.0,E
158,2,32.444174895013546,1.406859349116702,W
158,3,-30.969519299100437,-1.6814333344870702,E
158,4,-1.7729579962771929,30.477967433796067,S
158,5,-2.047531981647561,29.003311837882958,S
158,6,-27.03710437666548,-2.4136306288080513,E
158,7,-2.596679952388296,26.05400064605674,S
158,8,-3.3288772467092755,22.12158572362178,S
158,9,-3.420401908499398,21.63003385831741,S
158,10,3.694975893869765,-20.1553782624043,N
158,11,-19.663826397099932,-3.7865005556598876,E
158,12,19.663826397099932,3.7865005556598876,W
158,13,18.680722666491192,3.9695498792401325,W
158,14,-4.061074541030255,18.189170801186823,S
158,15,17.206067070578083,4.244123864610501,W
158,16,-4.3356485264006235,16.714515205273713,S
158,17,-15.731411474664975,-4.518697849980868,E
158,18,15.731411474664975,4.518697849980868,W
158,19,-5.159370482511725,12.2905484175344,S
158,20,5.250895144301847,-11.798996552230031,N
158,21,-5.4339444678820925,10.815892821621295,S
158,22,-10.815892821621295,-5.4339444678820925,E
158,23,-9.341237225708191,-5.708518453252459,E
158,24,5.891567776832703,-8.358133495099455,N
158,25,-6.883477899186351,-6.166141762203069,E
158,26,6.883477899186351,6.166141762203069,W
158,27,-6.391926033881983,-6.257666423993191,E
158,28,-6.349191085783313,5.900374168577615,S
158,29,-6.623765071153679,4.425718572664511,S
158,30,4.425718572664511,6.623765071153679,W
158,31,-6.715289732943801,3.934166707360143,S
158,32,7.264437703684533,-0.9848555155339347,N
158,33,-0.49330365022956657,-7.355962365474655,E
158,34,-7.447487027264777,0.0017517849251983963,S
158,35,-7.539011689054899,-0.48980008037916983,S
158,36,-0.8539000767255711,7.196329339552403,W
158,37,6.853646990049907,1.2180000730719724,N
158,38,1.5821000694183738,-6.510964640547412,E
158,39,-6.168282291044917,-1.9462000657647751,S
158,40,-2.3103000621111764,5.825599941542421,W
158,41,-3.4026000511503804,4.797552893034935,W
158,42,-3.7695058445274494,-4.4949000401895844,S
158,43,-8.135900003653598,0.3426823495024955,W
158,44,-8.135900003653598,0.3426823495024955,W
158,45,0.0,-9.0,S
158,46,9.5,0.0,E
158,47,0.0,-10.0,S
158,48,0.0,-10.5,S
158,49,0.0,12.0,N
158,50,0.0,-12.5,S
158,51,12.5,0.0,E
158,52,-13.0,0.0,W
158,53,0.0,-14.5,S
158,54,0.0,-14.5,S
158,55,0.0,-15.5,S
158,56,-17.0,0.0,W
158,57,0.0,-20.0,S
158,58,0.0,23.0,N
158,59,23.5,0.0,E
158,60,-24.0,0.0,W
158,61,0.0,24.5,N
158,62,-25.0,0.0,W
158,63,28.0,0.0,E
158,64,30.0,0.0,E
158,65,31.5,0.0,E
158,66,-34.5,0.0,W
158,67,36.0,0.0,E
158,68,38.0,0.0,E
159,2,32.93572676031791,1.3153346873265792,W
159,3,-31.461071164404807,-1.5899086726969476,E
159,4,-1.6814333344870702,30.969519299100437,S
159,5,-1.9560073198574381,29.494863703187328,S
159,6,-27.52865624196985,-2.322105967017929,E
159,7,-2.5051552905981738,26.54555251136111,S
159,8,-3.237352584919153,22.61313758892615,S
159,9,-3.3288772467092755,22.12158572362178,S
159,10,3.603451232079643,-20.64693012770867,N
159,11,-20.1553782624043,-3.694975893869765,E
159,12,20.1553782624043,3.694975893869765,W
159,13,19.172274531795562,3.87802521745001,W
159,14,-3.9695498792401325,18.680722666491192,S
159,15,17.697618935882453,4.152599202820378,W
159,16,-4.244123864610501,17.206067070578083,S
159,17,-16.222963339969343,-4.427173188190746,E
159,18,16.222963339969343,4.427173188190746,W
159,19,-5.067845820721603,12.782100282838767,S
159,20,5.159370482511725,-12.2905484175344,N
159,21,-5.34241980609197,11.307444686925663,S
159,22,-11.307444686925663,-5.34241980609197,E
159,23,-9.83278909101256,-5.6169937914623365,E
159,24,5.800043115042581,-8.849685360403823,N
159,25,-7.375029764490719,-6.074617100412947,E
159,26,7.375029764490719,6.074617100412947,W
159,27,-6.883477899186351,-6.166141762203069,E
159,28,-6.257666423993191,6.391926033881983,S
159,29,-6.532240409363557,4.917270437968879,S
159,30,4.917270437968879,6.532240409363557,W
159,31,-6.623765071153679,4.425718572664511,S
159,32,7.172913041894411,-1.476407380838303,N
159,33,-0.9848555155339347,-7.264437703684533,E
159,34,-7.355962365474655,0.49330365022956657,S
159,35,-7.447487027264777,0.0017517849251983963,S
159,36,-0.48980008037916983,7.539011689054899,W
159,37,7.196329339552403,0.8539000767255711,N
159,38,1.2180000730719724,-6.853646990049907,E
159,39,-6.510964640547412,-1.5821000694183738,S
159,40,-1.9462000657647751,6.168282291044917,W
159,41,-3.038500054803979,5.140235242537431,W
159,42,-4.112188194029945,-4.130800043843183,S
159,43,-7.7718000073071964,0.6853646990049911,W
159,44,-7.7718000073071964,0.6853646990049911,W
159,45,0.0,-8.5,S
159,46,9.0,0.0,E
159,47,0.0,-9.5,S
159,48,0.0,-10.0,S
159,49,0.0,11.5,N
159,50,0.0,-12.0,S
159,51,12.0,0.0,E
159,52,-12.5,0.0,W
159,53,0.0,-14.0,S
159,54,0.0,-14.0,S
159,55,0.0,-15.0,S
159,56,-16.5,0.0,W
159,57,0.0,-19.5,S
159,58,0.0,22.5,N
159,59,23.0,0.0,E
159,60,-23.5,0.0,W
159,61,0.0,24.0,N
159,62,-24.5,0.0,W
159,63,27.5,0.0,E
159,64,29.5,0.0,E
159,65,31.0,0.0,E
159,66,-34.0,0.0,W
159,67,35.5,0.0,E
159,68,37.5,0.0,E
159,69,0.0,39.5,N
159,70,0.0,-39.5,S
160,2,33.42727862562228,1.2238100255364563,W
160,3,-31.952623029709176,-1.498384010906825,E
160,4,-1.5899086726969476,31.461071164404807,S
160,5,-1.8644826580673155,29.986415568491697,S
160,6,-28.020208107274218,-2.2305813052278065,E
160,7,-2.4136306288080513,27.03710437666548,S
160,8,-3.1458279231290307,23.10468945423052,S
160,9,-3.237352584919153,22.61313758892615,S
160,10,3.5119265702895204,-21.13848199301304,N
160,11,-20.64693012770867,-3.603451232079643,E
160,12,20.64693012770867,3.603451232079643,W
160,13,19.663826397099932,3.7865005556598876,W
160,14,-3.87802521745001,19.172274531795562,S
160,15,18.189170801186823,4.061074541030255,W
160,16,-4.152599202820378,17.697618935882453,S
160,17,-16.714515205273713,-4.3356485264006235,E
160,18,16.714515205273713,4.3356485264006235,W
160,19,-4.97632115893148,13.273652148143135,S
160,20,5.067845820721603,-12.782100282838767,N
160,21,-5.250895144301847,11.798996552230031,S
160,22,-11.798996552230031,-5.250895144301847,E
160,23,-10.324340956316927,-5.5254691296722145,E
160,24,5.708518453252459,-9.341237225708191,N
160,25,-7.866581629795087,-5.983092438622825,E
160,26,7.866581629795087,5.983092438622825,W
160,27,-7.375029764490719,-6.074617100412947,E
160,28,-6.166141762203069,6.883477899186351,S
160,29,-6.440715747573435,5.408822303273247,S
160,30,5.408822303273247,6.440715747573435,W
160,31,-6.532240409363557,4.917270437968879,S
160,32,7.081388380104289,-1.9679592461426711,N
160,33,-1.476407380838303,-7.172913041894411,E
160,34,-7.264437703684533,0.9848555155339347,S
160,35,-7.355962365474655,0.49330365022956657,S
160,36,-0.48980008037916983,7.539011689054899,W
160,37,7.539011689054899,0.48980008037916983,N
160,38,0.8539000767255711,-7.196329339552403,E
160,39,-6.853646990049907,-1.2180000730719724,S
160,40,-1.5821000694183738,6.510964640547412,W
160,41,-2.6744000584575778,5.482917592039926,W
160,42,-4.45487054353244,-3.766700047496782,S
160,43,-7.407700010960795,1.0280470485074866,W
160,44,-7.407700010960795,1.0280470485074866,W
160,45,0.0,-8.5,S
160,46,8.5,0.0,E
160,47,0.0,-9.0,S
160,48,0.0,-9.5,S
160,49,0.0,11.0,N
160,50,0.0,-11.5,S
